Network Size,Delivery Rate (TPS),Run Index,NAME,Memory(max) (MB),Memory(avg) (MB),CPU(max) (%),CPU(avg) (%),Traffic In (MB),Traffic Out (MB),Disc Read (B),Disc Write (B)
2,15,2,sawtooth-poet-validator-r...-tp-0,46.4,46.4,0.00,0.00,10.8,0,0,0
2,15,2,sawtooth-rest-api-0,146.6,63.8,100.57,19.07,1.1,1.8,0,0
2,15,2,sawtooth-intkey-tp-python...ult-0,25.2,22.8,44.18,10.12,33.4,16.7,0,0
2,15,2,sawtooth-validator-1,619.5,314.0,105.63,38.53,36.3,46.7,0,0
2,15,2,sawtooth-validator-0,789.4,391.9,116.59,57.30,37.5,1.1,0,0
2,20,0,sawtooth-shell-default,80.2,17.7,57.35,12.08,1.8,12.3,0,0
2,20,0,sawtooth-poet-validator-r...-tp-0,46.8,46.8,0.00,0.00,10.9,0,0,0
2,20,0,sawtooth-settings-tp-0,20.4,20.4,0.00,0.00,10.8,0,0,0
2,20,0,sawtooth-rest-api-0,183.3,66.6,100.67,19.95,1.1,1.8,0,0
2,20,0,sawtooth-intkey-tp-python...ult-0,27.0,23.7,53.32,14.72,49.3,25.0,0,0
2,20,0,sawtooth-intkey-tp-python...ult-1,27.9,24.2,53.94,15.54,52.8,26.6,0,0
2,20,0,sawtooth-settings-tp-1,20.5,20.5,0.00,0.00,10.7,0,0,0
2,20,0,sawtooth-rest-api-1,26.8,26.6,0.85,0.16,7.4,7.6,0,0
2,20,0,sawtooth-poet-validator-r...-tp-1,46.5,46.5,0.00,0.00,10.7,0,0,0
2,20,0,sawtooth-validator-0,937.7,518.9,115.46,81.05,54.7,1.1,0,0
2,20,0,sawtooth-validator-1,713.4,426.6,106.97,61.64,48.8,71.0,0,0
2,20,1,sawtooth-shell-default,36.5,17.0,57.57,11.22,1.8,12.6,0,0
2,20,1,sawtooth-poet-validator-r...-tp-0,46.7,46.7,0.69,0.00,15.7,3.7,0,0
2,20,1,sawtooth-intkey-tp-python...ult-0,27.9,24.4,54.01,16.05,54.3,27.5,0,0
2,20,1,sawtooth-rest-api-0,192.5,67.9,101.32,21.42,1.1,1.8,0,0
2,20,1,sawtooth-settings-tp-0,20.7,20.7,0.00,0.00,10.6,0,0,0
2,20,1,sawtooth-rest-api-1,27.2,26.6,0.77,0.15,7.4,7.6,0,0
2,20,1,sawtooth-intkey-tp-python...ult-1,28.2,24.3,53.06,16.56,56.7,28.5,0,0
2,20,1,sawtooth-poet-validator-r...-tp-1,46.8,46.8,0.67,0.00,15.7,3.7,0,0
2,20,1,sawtooth-settings-tp-1,20.6,20.6,0.00,0.00,10.7,0,0,0
2,20,1,sawtooth-validator-0,889.0,523.4,113.74,79.80,57.4,1.1,0,0
2,20,1,sawtooth-validator-1,710.9,406.7,108.99,60.04,53.8,74.8,0,0
2,20,2,sawtooth-shell-default,84.0,17.6,59.09,10.02,1.7,11.7,0,0
2,20,2,sawtooth-rest-api-0,176.5,70.4,101.43,19.40,1.0,1.7,0,0
2,20,2,sawtooth-poet-validator-r...-tp-0,46.7,46.7,0.00,0.00,10.6,0,0,0
2,20,2,sawtooth-settings-tp-0,20.5,20.5,0.00,0.00,10.6,0,0,0
2,20,2,sawtooth-intkey-tp-python...ult-0,26.8,23.8,54.92,13.74,46.7,23.7,0,0
2,20,2,sawtooth-intkey-tp-python...ult-1,27.1,23.9,51.50,14.62,48.2,24.1,0,0
2,20,2,sawtooth-poet-validator-r...-tp-1,47.0,47.0,0.00,0.00,10.7,0,0,0
2,20,2,sawtooth-rest-api-1,27.2,26.7,0.75,0.16,7.4,7.5,0,0
2,20,2,sawtooth-settings-tp-1,20.6,20.6,0.00,0.00,10.7,0,0,0
2,20,2,sawtooth-validator-0,902.3,490.2,115.56,75.91,52.0,1.1,0,0
2,20,2,sawtooth-validator-1,688.0,397.1,106.50,51.51,45.0,65.1,0,0
